status,full_url_length,hostname_length,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,full_url_digit_ratio,hostname_digit_ratio,abnormal_domain,random_domain,prefix_suffix,common_terms,punycode,word_count,repeatead_characters,TLD,length_param,email_in_url,dom_in_ip,num_vowels_dom
0,132,29,5,1,0,0,0,0,0,0,0,7,5,0,1,0,0,0,7,0.16666666666666666,0.0,1,0,0,1,0,18,1,1,76,0,0,32
0,49,24,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,9,1,1,14,0,0,15
1,34,17,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,6,1,1,9,0,0,9
0,38,16,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,8,0,0,13
0,78,17,3,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.038461538461538464,0.0,1,0,0,1,0,13,1,1,35,0,0,19
1,68,15,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,9,1,1,15,0,0,20
0,45,16,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,15,0,0,14
0,23,14,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,5
0,58,24,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,9,1,1,26,0,0,14
1,152,18,4,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.2565789473684211,0.1111111111111111,1,0,0,0,0,9,1,1,126,1,0,33
1,37,29,2,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,1,0,0,8,1,1,0,0,0,10
0,51,14,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,9,1,1,0,0,0,13
0,39,17,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,7,1,1,0,0,0,8
1,25,15,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.04,0.06666666666666667,0,0,0,0,0,5,1,1,2,0,0,4
1,71,35,2,2,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0.08450704225352113,0.0,0,0,1,0,0,9,1,1,0,0,0,20
0,49,13,1,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.02040816326530612,0.0,0,0,1,0,0,11,1,1,0,0,0,14
1,253,15,3,4,0,1,2,0,3,1,0,0,7,0,1,0,0,0,0,0.31620553359683795,0.0,0,0,0,0,0,20,1,1,9,0,0,50
0,61,20,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.04918032786885246,0.15,1,0,0,1,0,9,1,1,24,0,0,14
0,82,12,2,7,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,16,1,1,0,0,0,21
0,80,16,2,2,0,1,2,0,3,0,0,5,4,0,1,0,0,0,0,0.0875,0.0,0,0,0,0,0,19,1,1,1,0,0,18
0,55,25,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,8,1,1,14,0,0,15
1,129,25,2,1,0,1,0,0,1,5,0,0,7,0,3,0,0,0,0,0.05426356589147287,0.16,0,1,1,0,0,12,1,1,46,0,0,30
0,39,16,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,9,0,0,12
0,56,19,2,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0.03571428571428571,0.0,1,0,0,0,0,7,1,1,18,0,0,17
1,128,50,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0.1796875,0.0,0,0,1,0,0,15,1,1,0,0,0,29
0,54,18,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,7,1,1,21,0,0,16
0,27,19,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,5
1,27,9,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.2962962962962963,0.0,0,0,0,0,0,5,1,1,10,0,0,4
0,34,26,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,9
0,21,13,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,5
0,50,16,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,21,0,0,15
1,117,42,4,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0.20512820512820512,0.0,0,0,0,0,0,14,1,1,0,0,0,28
0,90,15,2,5,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0.06666666666666667,0.0,1,0,0,0,0,15,1,1,6,0,0,23
1,48,7,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.08333333333333333,0.14285714285714285,0,0,0,0,0,6,1,1,30,0,0,9
1,48,27,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,1,0,1,1,0,8,1,1,0,0,0,14
1,22,6,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.13636363636363635,0.0,0,0,0,0,0,4,1,1,7,0,0,2
1,56,32,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.017857142857142856,0.03125,1,1,1,0,0,9,1,1,16,0,0,15
1,90,17,2,0,0,1,0,0,1,0,0,0,10,0,1,0,0,0,0,0.05555555555555555,0.0,0,0,0,0,0,13,1,1,0,0,0,18
1,213,15,4,6,1,0,3,0,2,0,0,0,3,0,1,0,12,0,0,0.29107981220657275,0.0,0,0,0,0,0,31,1,1,28,1,0,42
0,31,24,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,7
0,28,20,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,6
0,35,27,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,6,1,1,0,0,0,8
0,65,32,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,9,1,1,0,0,0,17
1,108,23,3,1,0,1,1,0,2,1,0,0,10,0,1,0,0,0,0,0.12037037037037036,0.0,1,0,0,0,0,18,1,1,6,0,0,22
1,43,13,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,8,1,1,10,0,0,8
0,28,19,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,7
1,123,46,5,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0.15447154471544716,0.0,1,0,0,1,0,15,1,1,15,0,0,25
1,47,22,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,7,1,1,9,0,0,12
1,35,27,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,9
1,73,20,3,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,12,1,1,11,0,0,19
0,23,14,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,4
1,67,19,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,9,1,1,39,0,0,19
0,28,19,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,5
1,26,17,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,4
0,24,15,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,4
0,43,34,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,10
1,49,36,2,3,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0.02040816326530612,0.0,0,0,1,0,0,9,1,1,0,0,0,9
0,69,31,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,7,1,1,19,0,0,21
0,30,23,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,7
1,37,16,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.10810810810810811,0.0,0,0,0,0,0,7,1,1,8,0,0,6
1,47,28,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.02127659574468085,0.0,0,0,1,0,0,8,1,1,11,0,0,10
0,31,18,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,6
0,26,17,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,5
0,32,24,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,8
0,56,26,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,0,0,0,18
0,70,19,3,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,3,0.08571428571428572,0.0,0,0,0,0,0,10,1,1,32,0,0,13
1,50,42,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.02,0.023809523809523808,1,1,1,1,0,9,1,1,0,0,0,10
1,86,19,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.4186046511627907,0.0,1,0,0,0,0,8,1,1,55,0,0,14
0,35,11,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,15,0,0,9
1,48,28,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,7,1,1,0,0,0,15
0,26,17,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,5
0,105,28,4,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,5,0.09523809523809523,0.0,0,0,0,0,0,14,1,1,51,0,0,25
0,123,39,2,9,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0.06504065040650407,0.0,0,0,0,0,0,18,1,1,0,0,0,32
1,141,34,2,2,0,1,0,0,1,4,0,0,7,0,3,0,0,0,0,0.03546099290780142,0.0,0,0,1,0,0,13,1,1,46,0,0,31
0,30,22,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,6
0,20,13,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,1,1,0,0,0,4
1,39,27,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.23076923076923078,0.3333333333333333,0,1,0,0,0,6,1,1,0,0,0,9
0,28,20,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,5
0,32,23,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,7
1,72,10,1,1,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0.09722222222222222,0.0,0,0,0,1,0,10,1,1,0,0,0,17
1,29,17,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,4,0,0,8
1,45,15,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,14,0,0,12
0,29,21,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,6
0,37,29,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,1,1,0,6,1,1,0,0,0,9
1,52,24,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.038461538461538464,0.08333333333333333,0,0,0,0,0,8,1,1,20,0,0,10
1,76,59,8,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.05263157894736842,0.06779661016949153,0,1,0,1,0,12,1,1,6,0,0,14
1,30,20,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,2,0,0,8
0,46,25,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,6,1,1,13,0,0,12
1,64,12,2,1,0,1,0,0,1,1,0,0,5,0,1,0,0,0,0,0.171875,0.0,0,0,0,0,0,10,1,1,12,0,0,14
0,58,27,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,8,1,1,23,0,0,15
1,42,19,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.09523809523809523,0.05263157894736842,0,0,0,0,0,7,1,1,8,0,0,6
1,153,41,4,9,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.013071895424836602,0.0,0,0,0,0,0,17,1,1,70,0,0,43
0,85,18,2,6,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0.09411764705882353,0.0,1,0,0,0,0,15,1,1,0,0,0,18
1,111,15,2,1,0,1,0,0,1,2,0,0,7,0,1,0,0,0,0,0.036036036036036036,0.0,0,0,0,0,0,12,1,1,8,0,0,25
0,35,27,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,8
0,62,8,1,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0967741935483871,0.0,0,0,0,0,0,9,1,1,37,0,0,18
1,39,20,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,7,1,1,5,0,0,9
1,76,20,3,3,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,13,1,1,9,0,0,20
0,24,16,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,4
0,33,25,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,6
1,29,16,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,4,0,0,7
0,33,17,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,9
0,21,14,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,4,1,1,0,0,0,4
1,39,25,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.20512820512820512,0.32,0,0,0,0,0,5,1,1,5,0,0,8
0,103,15,1,1,0,0,0,0,0,2,0,0,10,0,1,0,0,0,0,0.02912621359223301,0.0,0,0,1,0,0,12,1,1,0,0,0,33
0,83,16,2,6,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0.012048192771084338,0.0,1,0,1,1,0,17,1,1,0,0,0,23
1,33,16,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,0,0,0,11
1,50,21,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.02,0.0,1,0,0,0,0,7,1,1,11,0,0,11
1,31,22,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,9
0,27,19,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,6
1,85,21,2,1,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0.25882352941176473,0.0,1,0,0,1,0,10,1,1,0,0,0,16
0,26,17,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,4
1,126,50,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0.1984126984126984,0.0,0,0,1,0,0,15,1,1,15,0,0,29
0,30,22,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,6
0,55,20,2,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,10,1,1,0,0,0,12
0,29,17,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,6,1,1,0,0,0,5
1,32,10,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0625,0.0,0,0,0,0,0,5,1,1,13,0,0,6
0,78,15,2,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.10256410256410256,0.0,0,0,0,0,0,13,1,1,8,0,0,17
0,29,20,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,7
1,437,23,7,2,0,1,1,0,2,0,0,0,18,0,2,0,0,0,0,0.43249427917620137,0.0,1,0,0,1,0,30,1,1,7,0,0,83
0,49,13,2,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,9,1,1,27,0,0,12
1,45,38,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,0,0,0,12
0,58,18,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0.08620689655172414,0.0,1,0,0,1,0,6,1,1,0,0,0,10
1,37,25,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.21621621621621623,0.32,0,0,0,0,0,6,1,1,0,0,0,6
1,70,38,4,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0.0,0.0,0,0,1,0,0,12,1,1,9,0,0,19
0,55,23,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,8,1,1,19,0,0,15
0,46,11,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,7,1,1,26,0,0,13
1,44,18,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,7,1,1,12,0,0,9
0,32,21,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,6,1,1,0,0,0,8
1,74,25,3,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0.08108108108108109,0.0,1,0,0,1,0,12,1,1,13,0,0,16
0,28,21,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,5
1,28,20,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,5,1,1,0,0,0,7
1,27,14,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,8
0,109,16,3,10,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.08256880733944955,0.0,1,0,0,1,0,19,1,1,57,0,0,27
1,254,29,3,1,0,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0.18110236220472442,0.5172413793103449,0,0,0,0,0,9,1,1,0,0,0,45
0,39,7,1,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,7,1,1,0,0,0,9
0,37,16,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,6,1,1,12,0,0,9
0,30,21,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,1,1,0,6,1,1,0,0,0,6
0,24,14,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,2,0,0,4
0,37,12,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,7,1,1,0,0,0,8
1,47,26,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,7,1,1,0,0,0,12
1,68,12,1,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,10,1,1,0,0,0,21
1,55,37,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,1,0,0,0,8,1,1,9,0,0,13
0,22,14,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,4
0,22,13,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,3
1,36,15,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.05555555555555555,0.13333333333333333,0,0,0,0,0,8,1,1,7,0,0,3
1,70,16,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.14285714285714285,0.0,0,0,0,0,0,8,1,1,4,0,0,16
0,32,25,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,9
1,34,15,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.11764705882352941,0.0,0,0,1,0,0,6,1,1,6,0,0,6
0,22,15,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,6
0,29,20,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,5
1,57,7,1,3,0,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0.14035087719298245,0.14285714285714285,0,0,0,0,0,10,1,1,30,0,0,7
1,26,18,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,6
0,41,26,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,7,0,0,8
1,99,37,4,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.2727272727272727,0.0,0,0,1,0,0,10,1,1,10,0,0,22
0,24,16,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.041666666666666664,0.0625,1,0,0,1,0,5,1,1,0,0,0,3
1,97,9,1,1,0,1,0,0,0,0,0,0,6,1,1,0,0,1,0,0.020618556701030927,0.1111111111111111,0,0,0,0,0,10,1,1,0,0,0,22
1,107,27,7,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.037383177570093455,0.0,1,0,1,0,0,19,1,1,16,0,0,29
1,58,11,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,10,1,1,9,0,0,15
1,76,50,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.13157894736842105,0.0,0,0,1,0,0,9,1,1,15,0,0,18
1,140,37,3,4,0,1,0,0,1,3,0,0,4,0,1,0,0,0,0,0.1,0.10810810810810811,0,1,1,0,0,13,1,1,25,0,0,32
0,57,19,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,9,1,1,29,0,0,12
0,30,23,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,8
1,40,20,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,7,1,1,9,0,0,9
0,52,44,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,20
0,33,26,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,8
1,21,12,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,4
1,142,34,2,2,0,1,0,0,1,3,0,0,7,0,3,0,0,0,0,0.028169014084507043,0.0,0,0,1,0,0,13,1,1,46,0,0,37
0,38,29,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,10
0,30,21,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,7
0,37,12,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.10810810810810811,0.0,1,0,0,0,0,7,1,1,12,0,0,2
0,80,32,4,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.025,0.0,0,0,1,0,0,12,1,1,19,0,0,18
0,28,19,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,4
0,35,12,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,6,1,1,10,0,0,5
1,26,19,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,6
0,33,20,2,0,0,0,0,0,1,2,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,0,0,0,5
1,55,18,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.09090909090909091,0.2777777777777778,0,0,0,0,0,8,1,1,15,0,0,9
1,47,38,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,7,1,1,0,0,0,14
1,64,23,3,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,12,1,1,0,0,0,12
1,43,23,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.046511627906976744,0.0,1,0,0,0,0,6,1,1,12,0,0,10
0,42,24,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,11
1,160,43,2,1,0,1,1,0,2,3,0,1,7,0,4,0,0,0,0,0.1,0.06976744186046512,0,1,1,0,0,16,1,1,46,0,0,35
0,103,15,1,9,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.05825242718446602,0.0,0,0,0,0,0,16,1,1,0,0,0,29
1,56,31,4,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0.21428571428571427,0.3225806451612903,0,0,0,0,0,9,1,1,16,0,0,11
1,20,12,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,3
1,46,16,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,7,1,1,10,0,0,12
